timestamp,open,high24h,low24h,lastPr,quoteVolume
2025-04-06 12:21:01.071,119.86,121.11,117.2,118.23,46353193.8542
2025-04-06 12:22:01.356,119.93,121.11,117.2,117.96,46373298.4107
2025-04-06 12:22:58.003,119.93,121.11,117.2,118.12,46413473.3211
2025-04-06 12:23:59.191,120.03,121.11,117.2,118.17,46443571.3827
2025-04-06 12:24:59.489,120.1,121.11,117.2,118.22,46526003.4189
2025-04-06 12:25:58.844,119.9,121.11,117.2,118.24,46596411.6753
2025-04-06 12:26:59.442,119.92,121.11,117.2,118.24,46598230.4773
2025-04-06 12:28:01.243,119.74,121.11,117.2,118.09,46567376.8329
2025-04-06 12:29:00.629,119.8,121.11,117.2,118.07,46564249.8705
2025-04-06 12:30:00.900,119.89,121.11,117.2,118.14,46549960.8684
2025-04-06 12:31:01.199,119.89,121.11,117.2,118.02,46539997.3361
2025-04-06 12:32:01.467,119.7,121.11,117.2,117.73,46616763.824
2025-04-06 12:33:01.772,119.46,121.11,117.2,117.68,46647633.6483
2025-04-06 12:34:00.528,119.44,121.11,117.2,117.66,46690222.4585
2025-04-06 12:35:00.519,119.48,121.11,117.2,117.56,46708293.73
2025-04-06 12:35:59.889,119.48,121.11,117.2,117.39,46812577.946
2025-04-06 12:37:00.764,119.44,121.11,117.2,117.37,46803641.3667
2025-04-06 12:38:01.038,119.48,121.11,117.2,117.4,46878850.0028
2025-04-06 12:39:01.629,119.47,121.11,117.2,117.36,46930576.8171
2025-04-06 12:40:00.710,119.41,121.11,117.2,117.48,46992825.3119
2025-04-06 12:41:01.943,119.25,121.11,117.2,117.43,47064511.3442
2025-04-06 12:42:00.660,119.28,121.11,117.2,117.48,47036731.1727
2025-04-06 12:43:01.232,119.18,121.11,117.2,117.54,47015224.6587
2025-04-06 12:44:01.811,119.21,121.11,117.2,117.58,46972305.1588
2025-04-06 12:45:01.176,119.18,121.11,117.2,117.64,46971464.6458
2025-04-06 12:46:00.859,119.02,121.11,117.2,117.56,46953843.2326
2025-04-06 12:47:01.437,119.02,121.11,117.2,117.56,46959419.5953
2025-04-06 12:48:00.815,118.97,121.11,117.2,117.5,46897902.3756
2025-04-06 12:49:02.003,118.9,121.11,117.2,117.37,46863269.795
2025-04-06 12:50:02.268,118.91,121.11,117.2,117.38,46786016.8336
2025-04-06 12:51:01.942,119.1,121.11,117.2,117.53,46759693.3325
2025-04-06 12:51:59.215,119.1,121.11,117.2,117.41,46793043.066
2025-04-06 12:53:00.401,119.27,121.11,117.1,117.1,46734786.3857
2025-04-06 12:53:58.554,119.27,121.11,116.79,116.97,46854327.0908
2025-04-06 12:55:00.647,119.07,121.11,116.61,116.64,46832386.3646
2025-04-06 12:56:00.329,119.19,121.11,116.57,116.7,46818872.6038
2025-04-06 12:56:59.728,119.19,121.11,116.57,116.73,47118522.7283
2025-04-06 12:58:00.326,119.11,121.11,116.39,116.55,47377391.1776
2025-04-06 12:59:00.627,119.14,121.11,116.39,116.59,47600346.0526
2025-04-06 13:00:01.180,119.11,121.11,116.23,116.43,47769742.0914
2025-04-06 13:01:00.286,119.05,121.11,116.23,116.27,47856148.3281
2025-04-06 13:02:00.861,119.1,121.11,116.23,116.42,47917795.0638
2025-04-06 13:03:01.439,119.09,121.11,116.12,116.13,48162497.7416
2025-04-06 13:04:00.499,119.0,121.11,116.0,116.05,48251550.9517
2025-04-06 13:05:00.780,119.03,121.11,116.0,116.1,48525822.5566
2025-04-06 13:06:00.781,118.99,121.11,116.0,116.18,48611120.1497
2025-04-06 13:07:01.052,118.71,121.11,116.0,116.34,48707217.9119
2025-04-06 13:07:59.500,118.71,121.11,116.0,116.23,48802119.7542
2025-04-06 13:09:01.921,118.77,121.11,116.0,116.24,48797971.4846
2025-04-06 13:09:59.805,118.77,121.11,116.0,116.26,48887445.9409
2025-04-06 13:10:58.266,118.76,121.11,116.0,116.18,48878797.8394
2025-04-06 13:11:59.458,118.71,121.11,116.0,116.18,48883970.4633
2025-04-06 13:13:00.028,118.64,121.11,116.0,116.25,48852490.2963
2025-04-06 13:14:00.005,118.64,121.11,116.0,116.05,48905137.4527
2025-04-06 13:15:00.586,118.49,121.11,116.0,116.03,48672093.7086
2025-04-06 13:16:00.568,118.47,121.11,115.69,115.83,48642953.6581
2025-04-06 13:17:01.441,118.44,121.11,115.5,115.53,48565779.9952
2025-04-06 13:18:00.248,118.39,121.11,115.34,115.59,48701985.2389
2025-04-06 13:18:59.916,118.39,121.11,115.34,115.54,48907455.9372
2025-04-06 13:20:00.509,118.25,121.11,115.34,115.51,48956255.1757
2025-04-06 13:21:01.375,118.49,121.11,115.31,115.41,48941546.772
2025-04-06 13:22:00.760,118.34,121.11,115.16,115.17,48885782.4881
2025-04-06 13:23:01.319,118.43,121.11,115.14,115.22,48892278.6656
2025-04-06 13:24:00.401,118.52,121.11,115.13,115.18,48924309.5948
2025-04-06 13:25:02.297,118.54,121.11,115.0,115.21,48968830.942
2025-04-06 13:25:57.655,118.54,121.11,115.0,115.21,49035549.4986
2025-04-06 13:25:58.584,118.54,121.11,115.0,115.2,49039820.1635
2025-04-06 13:26:00.679,118.47,121.11,115.0,115.2,48938223.8586
2025-04-06 13:27:00.350,118.41,121.11,115.0,115.01,49109829.5782
2025-04-06 13:27:59.146,118.41,121.11,114.91,115.07,49349663.0591
2025-04-06 13:28:59.996,118.54,121.11,114.91,115.23,49421880.6896
2025-04-06 13:29:59.971,118.54,121.11,114.91,115.12,49434743.9467
2025-04-06 13:31:01.165,118.58,121.11,114.91,115.16,49443599.6217
2025-04-06 13:31:59.932,118.58,121.11,114.91,115.43,49536110.4837
2025-04-06 13:32:59.900,118.46,121.11,114.91,115.36,49569743.8568
2025-04-06 13:34:00.316,118.46,121.11,114.91,115.41,49657525.6292
2025-04-06 13:35:00.775,118.32,121.11,114.91,115.41,49722210.6272
2025-04-06 13:35:58.940,118.32,121.11,114.91,115.23,49792058.2359
2025-04-06 13:37:01.032,118.23,121.11,114.91,115.21,49813251.0599
2025-04-06 13:38:01.003,118.15,121.11,114.91,115.26,49876713.2917
2025-04-06 13:39:00.151,118.24,121.11,114.91,115.22,49932625.4679
2025-04-06 13:40:01.564,118.12,121.11,114.91,115.17,49971494.9598
2025-04-06 13:41:00.061,117.91,121.11,114.91,115.23,49927713.2457
2025-04-06 13:42:00.077,117.77,121.11,114.91,115.33,49968995.5193
2025-04-06 13:43:00.299,117.93,121.11,114.91,115.01,49965995.6852
2025-04-06 13:44:00.872,117.9,121.11,114.91,115.01,49982256.4186
2025-04-06 13:45:00.538,117.67,121.11,114.91,115.02,50008074.4273
2025-04-06 13:46:00.825,117.6,121.11,114.63,114.64,50040918.4155
2025-04-06 13:47:00.833,117.74,121.11,114.35,114.63,50439256.4568
,,,,,
2025-04-06 15:07:03.211,117.78,121.11,114.35,115.37,55293816.7756
2025-04-06 15:07:59.885,117.78,121.11,114.35,115.46,55355816.5603
2025-04-06 15:09:01.660,117.7,121.11,114.35,115.36,55363252.9165
2025-04-06 15:10:01.649,117.59,121.11,114.35,115.32,55384866.8511
2025-04-06 15:11:01.302,117.63,121.11,114.35,115.3,55375405.8482
2025-04-06 15:12:00.695,117.76,121.11,114.35,114.99,55415715.616
2025-04-06 15:13:01.871,117.7,121.11,114.35,115.01,55443893.811
2025-04-06 15:14:01.237,117.68,121.11,114.35,115.12,55487726.8161
2025-04-06 15:15:01.531,117.72,121.11,114.35,115.3,55529597.0362
2025-04-06 15:16:01.811,117.7,121.11,114.35,115.39,55631956.6493
2025-04-06 15:17:02.119,117.79,121.11,114.35,115.24,55674850.6756
2025-04-06 15:18:02.099,117.82,121.11,114.35,115.29,55683892.5985
2025-04-06 15:18:59.663,117.82,121.11,114.35,115.18,55730384.0381
2025-04-06 15:19:59.942,117.84,121.11,114.35,115.06,55722930.367
2025-04-06 15:21:00.277,117.74,121.11,114.35,115.02,55742636.5005
2025-04-06 15:22:01.122,117.74,121.11,114.35,114.98,55761466.8627
2025-04-06 15:22:59.894,117.74,121.11,114.35,114.97,55819425.9996
2025-04-06 15:24:01.697,117.62,121.11,114.35,114.87,55845649.9958
2025-04-06 15:25:01.985,117.65,121.11,114.35,114.93,55912625.1932
2025-04-06 15:26:00.785,117.53,121.11,114.35,114.94,55930582.8903
2025-04-06 15:27:01.373,117.44,121.11,114.35,115.0,55929096.857
2025-04-06 15:28:01.056,117.44,121.11,114.35,115.03,55935351.0922
2025-04-06 15:29:00.424,117.5,121.11,114.35,114.94,55941810.6175
2025-04-06 15:30:02.197,117.62,121.11,114.35,114.85,55891558.3534
2025-04-06 15:31:01.251,117.59,121.11,114.35,114.96,55823660.9163
2025-04-06 15:32:01.246,117.58,121.11,114.35,115.13,55785066.9689
2025-04-06 15:32:59.703,117.58,121.11,114.35,115.17,55851939.5543
2025-04-06 15:34:00.899,117.46,121.11,114.35,115.04,55843600.3808
2025-04-06 15:35:01.203,117.44,121.11,114.35,114.91,55890964.7637
2025-04-06 15:36:00.879,117.61,121.11,114.35,115.12,55894011.4322
2025-04-06 15:36:59.949,117.61,121.11,114.35,115.08,55924354.2611
2025-04-06 15:38:00.549,117.59,121.11,114.35,115.21,55858980.0614
2025-04-06 15:38:59.918,117.59,121.11,114.35,115.1,55880734.1533
2025-04-06 15:40:00.808,117.51,121.11,114.35,115.09,55827724.1457
2025-04-06 15:41:01.413,117.51,121.11,114.35,115.17,55839900.0253
2025-04-06 15:42:00.198,117.51,121.11,114.35,115.21,55868189.4387
2025-04-06 15:42:59.842,117.38,121.11,114.35,115.27,55781452.0423
2025-04-06 15:44:01.320,117.24,121.11,114.35,115.37,55707579.2922
2025-04-06 15:45:00.702,117.28,121.11,114.35,115.35,55697407.8993
2025-04-06 15:46:01.278,117.41,121.11,114.35,115.18,55652325.0753
2025-04-06 15:47:00.973,117.44,121.11,114.35,115.27,55637362.9082
2025-04-06 15:48:01.556,117.34,121.11,114.35,115.21,55651976.8729
2025-04-06 15:49:01.570,117.4,121.11,114.35,115.24,55654640.7879
2025-04-06 15:50:01.837,117.41,121.11,114.35,115.24,55656803.472
2025-04-06 15:51:00.911,117.41,121.11,114.35,115.34,55652631.3044
2025-04-06 15:52:02.141,117.53,121.11,114.35,115.28,55656003.7884
2025-04-06 15:53:02.689,117.49,121.11,114.35,115.25,55653557.765
2025-04-06 15:54:01.750,117.54,121.11,114.35,115.16,55659840.6156
2025-04-06 15:55:01.451,117.54,121.11,114.35,115.2,55676789.9167
2025-04-06 15:56:01.721,117.54,121.11,114.35,115.16,55691373.4803
2025-04-06 15:57:01.424,117.52,121.11,114.35,115.06,55759771.1991
2025-04-06 15:58:02.006,117.55,121.11,114.35,115.13,55766761.2433
2025-04-06 15:59:01.086,117.57,121.11,114.35,115.0,55775614.9935
2025-04-06 16:00:01.039,117.62,121.11,114.35,114.96,55773021.7785
2025-04-06 16:01:01.931,117.67,121.11,114.35,114.93,55792317.3276
2025-04-06 16:02:00.402,117.62,121.11,114.35,114.95,55816082.1658
2025-04-06 16:02:59.789,117.62,121.11,114.35,115.04,55863858.1017
2025-04-06 16:04:00.672,117.92,121.11,114.35,114.8,55880873.3945
2025-04-06 16:05:00.950,117.98,121.11,114.35,114.88,55914741.6357
2025-04-06 16:05:59.139,117.98,121.11,114.35,114.98,55973895.7797
2025-04-06 16:26:42.791,117.78,121.11,114.26,115.08,56866604.8147
2025-04-06 16:27:02.362,117.91,121.11,114.26,115.05,56841384.8607
2025-04-06 16:28:02.637,117.94,121.11,114.26,115.1,56858094.0343
2025-04-06 16:29:01.407,117.86,121.11,114.26,115.18,56881038.0181
2025-04-06 16:30:00.791,118.03,121.11,114.26,115.13,56916442.8713
2025-04-06 16:31:01.638,117.95,121.11,114.26,115.2,56949098.5747
2025-04-06 16:32:01.017,117.9,121.11,114.26,115.18,56981745.6751
2025-04-06 16:33:01.275,117.94,121.11,114.26,115.07,57009117.7692
2025-04-06 16:34:00.667,117.94,121.11,114.26,114.93,57023675.7117
2025-04-06 16:35:02.154,118.01,121.11,114.26,114.72,57060977.2613
2025-04-06 16:36:00.624,118.1,121.11,114.26,114.71,57070831.0625
2025-04-06 16:37:01.495,118.1,121.11,114.26,114.75,57127044.9141
2025-04-06 16:38:01.192,118.04,121.11,114.26,114.84,57176600.0453
2025-04-06 16:39:00.569,118.07,121.11,114.26,114.85,57185405.3659
2025-04-06 16:39:59.938,118.07,121.11,114.26,114.87,57232628.1855
2025-04-06 16:41:00.819,118.16,121.11,114.26,114.76,57240022.4937
2025-04-06 16:42:02.018,118.07,121.11,114.26,114.65,57251549.9414
2025-04-06 16:43:01.091,118.1,121.11,114.26,114.52,57274843.2464
2025-04-06 16:44:01.383,118.05,121.11,114.26,114.57,57292899.2523
2025-04-06 16:45:01.974,117.91,121.11,114.26,114.56,57338534.8375
2025-04-06 16:46:01.058,117.87,121.11,114.26,114.56,57265444.524
2025-04-06 16:47:00.451,117.87,121.11,114.26,114.4,57336362.8184
2025-04-06 16:48:01.628,117.77,121.11,114.26,114.39,57430814.5594
2025-04-06 16:49:03.432,117.78,121.11,114.26,114.53,57447131.436
2025-04-06 16:50:00.979,117.8,121.11,114.26,114.73,57495963.7698
2025-04-06 16:51:00.140,117.67,121.11,114.26,114.65,57538476.0772
2025-04-06 16:51:59.726,117.67,121.11,114.26,114.44,57612496.8061
2025-04-06 16:53:00.307,117.65,121.11,114.26,114.52,57624568.2424
2025-04-06 16:54:01.189,117.66,121.11,114.26,114.37,57596517.1179
2025-04-06 16:55:01.177,117.7,121.11,114.26,114.44,57556590.0147
2025-04-06 16:56:01.145,117.77,121.11,114.26,114.4,57549259.9709
2025-04-06 16:57:01.433,117.85,121.11,113.79,113.98,57668818.2277
2025-04-06 16:58:01.133,117.87,121.11,113.79,114.08,57799228.2085
2025-04-06 16:59:01.405,117.87,121.11,113.79,114.07,57820070.1963
2025-04-06 16:59:59.886,117.87,121.11,113.75,114.06,58209487.337
2025-04-06 17:01:01.688,117.85,121.11,113.71,113.86,58527109.181
2025-04-06 17:02:01.663,117.93,121.11,113.71,114.13,58749600.3807
2025-04-06 17:03:01.954,117.91,121.11,113.71,114.13,58946286.492
2025-04-06 17:04:01.345,117.81,121.11,113.71,113.97,59068290.9981
2025-04-06 17:05:01.935,117.81,121.11,113.71,114.09,59203959.8001
2025-04-06 17:06:00.995,117.68,121.11,113.71,114.05,59245051.6313
2025-04-06 17:07:00.118,117.72,121.11,113.71,114.13,59311428.3535
2025-04-06 17:08:01.249,117.66,121.11,113.71,114.25,59366638.3766
2025-04-06 17:08:59.152,117.66,121.11,113.71,114.17,59445565.3022
2025-04-06 17:09:59.745,117.71,121.11,113.71,114.14,59484125.3431
2025-04-06 17:11:01.834,117.93,121.11,113.71,113.98,59566224.4306
2025-04-06 17:12:01.223,117.89,121.11,113.71,114.03,59579070.2423
2025-04-06 17:13:01.200,117.94,121.11,113.71,113.77,59661627.3132
2025-04-06 17:14:00.904,117.97,121.11,113.63,113.71,59693843.2536
2025-04-06 17:15:00.906,118.03,121.11,113.63,113.74,59683248.6255
2025-04-06 17:16:00.404,118.05,121.11,113.63,113.88,59746865.6535
2025-04-06 17:17:00.285,118.04,121.11,113.63,114.07,59810004.2939
2025-04-06 17:18:00.263,117.94,121.11,113.63,113.92,59878238.0675
2025-04-06 17:19:00.862,117.97,121.11,113.63,113.88,59924407.1161
2025-04-06 17:20:01.254,118.0,121.11,113.63,114.04,59971454.8714
2025-04-06 17:21:02.642,118.04,121.11,113.63,113.97,59990477.3591
2025-04-06 17:22:00.836,118.12,121.11,113.63,113.79,60065432.7444
2025-04-06 17:23:02.329,118.1,121.11,113.63,113.65,60078423.1237
2025-04-06 17:24:02.008,118.1,121.11,113.63,113.76,60368063.2858
2025-04-06 17:25:02.265,118.14,121.11,113.63,113.85,60399047.6435
2025-04-06 17:26:01.967,118.06,121.11,113.63,113.8,60382304.1956
2025-04-06 17:27:00.753,118.11,121.11,113.63,113.71,60412173.2533
2025-04-06 17:28:00.730,118.18,121.11,112.86,113.03,61060225.6753
2025-04-06 17:29:02.833,118.25,121.11,112.86,113.11,61460597.1941
2025-04-06 17:30:01.608,118.32,121.11,112.86,112.96,61717287.4853
2025-04-06 17:31:02.189,118.34,121.11,112.7,112.82,62301830.5223
2025-04-06 17:31:59.475,118.34,121.11,112.66,112.71,62589939.0503
2025-04-06 17:33:00.368,118.37,121.11,112.66,112.74,62681081.9474
2025-04-06 17:33:59.764,118.37,121.11,112.56,112.69,62937959.151
2025-04-06 17:35:00.965,118.15,121.11,112.56,112.73,63131014.3348
2025-04-06 17:36:02.559,118.19,121.11,112.56,112.92,63204397.7763
2025-04-06 17:37:01.264,118.21,121.11,112.56,112.86,63290514.9767
2025-04-06 17:38:01.564,118.2,121.11,112.56,112.88,63395027.6533
2025-04-06 17:39:02.172,118.18,121.11,112.56,112.86,63626766.8584
